,ID_x,Neighborhood,FID,NAME_x,ST_ABBREV_x,OBJECTID,Mean_am_T_,Mean_am_HI,Mean_p2_T_,Mean_p2_HI,Mean_ev_T_,Mean_ev_HI,Shape__Area,Shape__Length,TC_ID_y,Existing Canopy,Possible Canopy Percentage,Possible Impervious Canopy Percentage
103,25025070900,South End,109,250250709.0,MA,109,76.3986777319,77.6901421928,93.6704004073,99.4271958535,85.7581840098,91.3945360625,1794757.82910156,5697.74333818869,109,22.7262014274,21.2236058172,16.4094829339
104,25025071101,South End,110,250250711.01,MA,110,77.0517932842,78.3266464292,92.6750996629,98.2793785383,85.9764962123,91.3285810233,3932365.83276367,9398.26177537335,110,15.9997456991,26.5492898648,19.6750289267
105,25025071201,South End,111,250250712.01,MA,111,76.9984305833,78.2916092772,92.4861649716,98.2096925003,86.2370038126,91.5393323304,4335045.97924805,11174.9114541979,111,8.45664723217,38.0112454802,32.9435361557
106,25025080100,Roxbury,112,250250801.0,MA,112,77.3933708669,78.7058071512,92.3226386791,97.2382070392,85.1005682432,90.3953579207,11098072.6494141,18519.5629499394,112,7.05154740243,44.557118217,37.2414605923
107,25025080300,Roxbury,113,250250803.0,MA,113,76.2515108623,77.4416605954,91.9471172307,96.6615517113,84.7362977926,89.9043161764,2871226.97192383,8446.68956903221,113,23.3595360825,36.4062761215,23.1107202563
108,25025080401,Roxbury,114,250250804.01,MA,114,76.4563415503,77.6106506681,91.9240166704,96.0600568922,85.0603900731,90.3457863469,4732423.73071289,12614.8129210847,114,18.6450423296,37.7150501734,27.7987585116
109,25025080500,Roxbury,115,250250805.0,MA,115,76.1889774938,77.3277769628,91.6282059391,95.7045508439,84.9765241749,90.2343794114,2623445.60888672,8302.06204659516,115,23.0676603341,40.1357697015,25.3173251791
110,25025080601,Roxbury,116,250250806.01,MA,116,75.6126833616,76.7739200684,91.6403101377,95.8356580531,85.0741824827,90.2997164219,6016313.72753906,17159.6991493305,116,15.1758538385,41.6561342739,28.8480410082
111,25025080801,Mission Hill,117,250250808.01,MA,117,75.5848702187,76.750671273,91.6248726736,95.3602826684,85.0604293469,90.1171869272,3894605.7019043,8069.83055381861,117,19.257306117,40.2088903576,27.4904424843
112,25025080900,Mission Hill,118,250250809.0,MA,118,75.3698518695,76.5427313083,92.0486092312,96.4228382236,84.7938562273,89.6404790197,2794807.99145508,8162.35044182298,118,20.3724999928,30.7922378481,17.8850519108
113,25025081001,Mission Hill,119,250250810.01,MA,119,74.8412645904,76.0159581603,91.8120457551,95.714233557,84.9126027607,89.6020198139,6014355.81347656,17139.4025820902,119,14.7430975411,24.4132406964,18.0427134901
114,25025081100,Mission Hill,120,250250811.0,MA,120,74.1483431824,75.436189476,91.3399276887,95.8376363568,85.1540854329,90.0820460751,5343880.19848633,15831.5929228681,120,33.5694320027,29.6177203872,18.7692266811
115,25025081200,Jamaica Plain,121,250250812.0,MA,121,74.2053137697,75.4760105005,91.721015731,96.4705568102,85.0352937836,89.913474162,3045681.4140625,8009.1670235118,121,23.9486323454,34.8700376799,24.5847851298
116,25025081300,Roxbury,122,250250813.0,MA,122,74.6964490684,75.9554234694,92.1115785379,97.2441621867,85.225595562,90.1455432879,6183418.04931641,13416.3529581803,122,23.3873448379,37.850209287,25.6677503253
117,25025081400,Roxbury,123,250250814.0,MA,123,74.6463741775,75.9208585596,91.8770297705,96.8266379075,84.8533157809,89.9090619378,6696564.11865234,14900.0721408799,123,29.5881066495,31.603229441,17.3415276453
118,25025081500,Roxbury,124,250250815.0,MA,124,74.4795776399,75.786380274,91.6727780662,96.614687453,85.3849030855,90.3566808248,3625425.53613281,11646.3921103918,124,36.036590176,31.7556090906,16.0054161493
119,25025081700,Roxbury,125,250250817.0,MA,125,74.7419179148,76.0135787629,91.7639178592,96.703348633,85.1192307496,90.1461589505,6819314.82543945,11630.0151018161,125,27.5095570926,35.1469018508,19.6496815427
120,25025081800,Roxbury,126,250250818.0,MA,126,74.8224312281,76.1064852773,91.5158401522,96.2898696662,84.7237104145,89.6796629005,4019556.66992188,10170.0471682157,126,24.6480155721,33.9722194026,18.7945702645
121,25025081900,Roxbury,127,250250819.0,MA,127,74.7010420075,75.98921779,91.5956181932,96.4203835452,84.91918768,90.0065581993,4652563.06054688,11667.1101508335,127,25.8377359464,33.4479660573,15.4479058751
122,25025082000,Roxbury,128,250250820.0,MA,128,74.8090193827,76.088662193,91.1673474102,95.8232459371,84.9824358528,89.977361977,4220816.68505859,8531.55809671225,128,25.2549066993,32.3642661511,16.86080232
123,25025082100,Roxbury,129,250250821.0,MA,129,74.768135377,76.0367328771,91.7030365385,96.5525262664,84.5280546978,89.8950119923,3993523.00244141,8466.62342424858,129,23.7849757144,29.7880742332,15.7987650497
124,25025090100,Dorchester,130,250250901.0,MA,130,75.0275413084,76.2266177015,92.1699882327,96.9960445099,84.7406177223,89.9177423318,4812489.30517578,10535.1749120278,130,20.9322249616,30.4068704915,17.9860840546
125,25025090200,Dorchester,131,250250902.0,MA,131,74.7908442944,76.0258319527,93.179270675,98.3177329042,85.2153051154,90.0055776676,2934843.69067383,8051.25491515639,131,17.7174465626,37.849031428,28.3312934692
126,25025090300,Dorchester,132,250250903.0,MA,132,74.9700202078,76.1889844857,91.6733107082,96.346368861,85.0087947313,89.8507724378,4093513.55444336,9056.44433845365,132,20.351661506,36.9570958305,20.9516969286
127,25025090400,Roxbury,133,250250904.0,MA,133,75.1870121149,76.4346264381,91.0527741728,95.6078774632,84.5249536097,89.5216357333,4598430.75439453,10192.2828610682,133,22.7324237273,37.5627962851,20.4244475417
128,25025090600,Roxbury,134,250250906.0,MA,134,75.83863776,76.9990479097,91.6764823863,96.2478598563,84.726001305,89.8157410805,3246619.75097656,8958.73253953755,134,17.0485760101,38.6451967023,24.47463209
129,25025090700,Dorchester,135,250250907.0,MA,135,76.655337813,77.9483350975,92.1055252804,96.2574265984,85.1828264572,90.4263841479,11484468.4387207,14016.3999809009,135,10.041640733,41.4838510024,33.9051540051
130,25025090901,Dorchester,136,250250909.01,MA,136,75.8493783359,77.0971052889,91.064364614,96.4117516073,84.6437140092,89.8800670293,12620524.6970215,16447.541189808,136,15.2571051368,57.3439361653,38.5419675424
131,25025091001,Dorchester,137,250250910.01,MA,137,75.83009711,77.0348049158,91.725859436,97.0079970998,85.7053934759,90.9073319659,12673230.0058594,29861.9613911531,137,19.998209744,43.3359420823,29.2123395248
132,25025091100,Dorchester,138,250250911.0,MA,138,75.3725405441,76.5729761753,91.3022567785,95.4468079693,85.9562139277,90.6256035517,4564597.51953125,9052.75393264099,138,17.7096188263,29.9001940823,20.8805713761
133,25025091200,Dorchester,139,250250912.0,MA,139,75.4264137889,76.5768518398,91.1699065336,95.2750656666,85.7665675146,90.5731891994,3481658.37060547,9010.80769283862,139,23.3086235505,29.7112519844,18.3442061548
134,25025091300,Dorchester,140,250250913.0,MA,140,75.8219707304,76.9957182155,91.5900779063,95.8643261801,84.8848061705,89.9606877268,2817728.22680664,7983.20858989973,140,16.0489883875,35.4062438226,25.8155770126
135,25025091400,Dorchester,141,250250914.0,MA,141,74.9324642757,76.1359972018,90.9261931129,95.5406248803,84.8803918692,89.6660339872,3497984.44067383,8352.73299644096,141,25.7551739309,32.9989774066,17.4928937335
136,25025091500,Dorchester,142,250250915.0,MA,142,75.214709163,76.354664283,91.4303392153,95.4667051076,85.3335968541,89.9696405487,4361797.29003906,9136.79064312589,142,26.3112065872,31.1969351856,19.6479636111
137,25025091600,Dorchester,143,250250916.0,MA,143,74.7929129657,75.9559263347,91.774648095,96.1114195335,85.8261674088,90.3621456094,3362867.07250977,10140.5578750889,143,20.1776899944,33.618629348,23.2544502045
138,25025091700,Dorchester,144,250250917.0,MA,144,74.7585095196,75.9309806245,91.1982944181,95.6109957126,84.9979383967,89.8709275228,3126613.83422852,9090.43564046738,144,19.9445402179,41.7333260837,21.1608493598
139,25025091800,Dorchester,145,250250918.0,MA,145,74.7836012082,75.9966332246,91.8597927368,96.2441393817,85.1453370336,89.9227958983,4642756.26245117,8910.49399323202,145,22.7438929566,37.5037100824,23.7881007695
140,25025091900,Dorchester,146,250250919.0,MA,146,74.7186733611,75.9186188256,91.7986850456,96.143344279,84.644917691,89.5602037573,5168618.35009766,9596.06635740466,146,30.9593143335,31.2267186887,16.6184038663
141,25025092000,Dorchester,147,250250920.0,MA,147,74.7361986449,75.9240397235,91.9888028178,96.1235687231,85.00547195,89.9375719194,5271160.65917969,11673.5164425574,147,21.4883676458,32.474824596,20.4517562407
142,25025092101,Dorchester,148,250250921.01,MA,148,75.2505301802,76.4712090124,91.6770228435,96.4241359263,85.4434679258,90.5830436721,13856297.644043,19506.5723820901,148,17.3166096102,43.4377116612,31.3240712708
143,25025092200,Dorchester,149,250250922.0,MA,149,74.5712972466,75.8056028354,91.8487409214,96.3305868245,84.7823955015,89.5087309219,6251856.03710938,11229.3479516199,149,28.8201415167,32.6743809785,17.4766864747
144,25025092300,Dorchester,150,250250923.0,MA,150,75.0211445077,76.2156628412,91.8882973768,96.3712701017,84.6842987505,89.6775079023,3653749.12915039,7836.35775850668,150,23.2501172783,34.6110602343,20.3589674254
145,25025092400,Dorchester,151,250250924.0,MA,151,74.6190347646,75.8902120398,91.7246750989,97.3688328796,84.6090678886,89.9278128908,6399259.59667969,13212.2517462763,151,21.6342452948,35.4799385046,19.1287813083
146,25025100100,Dorchester,152,250251001.0,MA,152,74.3853470611,75.676835952,91.5246012364,96.9983504421,84.8855380556,90.1591044859,11161541.7026367,14549.3465608072,152,20.107083895,48.2835729764,15.8249465642
147,25025100200,Dorchester,153,250251002.0,MA,153,74.9246739007,76.1497472887,91.6016194753,96.3187315749,84.9954339376,90.2600269361,3789323.75146484,9138.72079432002,153,25.2150724209,33.1612525252,15.8049035377
148,25025100300,Dorchester,154,250251003.0,MA,154,75.2250524475,76.4172770333,91.8276817977,96.2481137944,84.243102602,89.3377717118,5251953.96923828,10615.3873968888,154,27.0690017272,35.0113415212,18.1162164617
149,25025100400,Dorchester,155,250251004.0,MA,155,75.6489702099,76.8850229821,91.7229657894,96.0461316562,83.7020119833,88.7266643678,6741686.25,12175.9432540071,155,25.5540405757,35.6292397432,19.2822911716
150,25025100500,Dorchester,156,250251005.0,MA,156,74.7660341558,75.9555012142,92.0381404346,96.6280971867,84.3427511504,89.2364845675,9262375.33447266,14438.5323973111,156,26.5525912743,35.1412718624,20.2768216374
151,25025100601,Dorchester,157,250251006.01,MA,157,74.406649999,75.6180528176,91.6587132627,95.9164845479,85.082314328,89.7869517261,5951407.01904297,11105.2041124835,157,20.8003080965,35.5517364619,20.6887037853
152,25025100603,Dorchester,158,250251006.03,MA,158,75.875812951,76.9770495547,91.0407693437,97.0391049927,85.3949778664,90.7794938595,9455490.21582031,24754.6610952646,158,17.2384733138,46.1413381602,26.0045482902
153,25025100700,Dorchester,159,250251007.0,MA,159,74.3773172363,75.5980438735,90.8525166641,95.526041295,84.3274120727,88.9892494507,13027413.1699219,18597.2322096382,159,16.2910844814,50.8035499437,20.7518689687
154,25025100800,Dorchester,160,250251008.0,MA,160,73.99615632,75.2703020551,90.3445059504,95.081055222,83.5954352139,87.8273235964,18796609.2021484,26375.7510408277,160,31.3164068519,46.1760211727,14.846668131
155,25025100900,Mattapan,161,250251009.0,MA,161,75.1738986629,76.5512431203,90.6138796891,95.905084547,83.3581461408,88.8178817449,10182097.6931152,21654.3424587023,161,32.0112923786,37.1035885774,18.613664281
156,25025101001,Mattapan,162,250251010.01,MA,162,74.4461470827,75.8224284482,90.6720026049,96.4429350069,83.5548699683,89.1211059264,13940535.6188965,20047.3998199022,162,41.8252352525,30.3730325085,14.5074438644
157,25025101002,Mattapan,163,250251010.02,MA,163,74.9377690143,76.286676983,90.8118779747,96.0885320125,83.6853100656,89.1153426891,12542736.0273438,16584.1674611418,163,33.5200995009,36.488463317,17.429017907
158,25025101101,Mattapan,164,250251011.01,MA,164,75.0388710449,76.3218112738,91.4018413896,96.8549600481,84.20414185,89.80366872,4091154.46508789,9103.55190064709,164,24.0095798383,32.435178676,16.3754078373
159,25025101102,Mattapan,165,250251011.02,MA,165,75.1746018585,76.4804716221,91.3901359382,96.38625313,84.5392193585,89.9566166872,6010927.39868164,13942.6299273276,165,22.8223704875,35.5192811397,17.1725353893
160,25025110103,Jamaica Plain,166,250251101.03,MA,166,74.2832925789,75.6774889571,90.3308915849,96.3815510896,83.2837107509,89.3164725748,10061731.8706055,23507.1843998004,166,31.2922628576,31.3330814843,18.3953757575
161,25025110201,Roslindale,167,250251102.01,MA,167,74.3327023065,75.6538273459,91.3036725022,97.3158110384,84.1476602373,89.8356835398,3727315.29614258,10380.8392153008,167,31.705222434,32.4520663164,16.8985736266
162,25025110301,Roslindale,168,250251103.01,MA,168,74.0546044023,75.3957826225,90.7050034383,96.8692129763,83.3897454192,89.2608314836,8762821.20849609,14613.6263094801,168,28.5461577262,43.7882612596,18.9802779483
163,25025110401,Roslindale,169,250251104.01,MA,169,74.637976351,76.0178806578,90.5171852973,95.7954336885,83.9586217175,89.6564345037,5673262.17163086,10462.6392446905,169,32.825583445,32.8156419657,13.8484276951
164,25025110403,Roslindale,170,250251104.03,MA,170,73.9671433778,75.3600909652,90.7114978808,96.5059994977,83.5454270788,89.1704782924,10236586.4787598,14400.4044580668,170,36.3896644361,34.2521662678,13.7590485029
165,25025110501,Roslindale,171,250251105.01,MA,171,73.8232289017,75.18977394,90.4961764271,96.0688746189,83.8973819355,89.6400542113,6976254.87841797,11651.1409575906,171,29.8211975817,34.0883536462,13.3908871774
166,25025110502,Roslindale,172,250251105.02,MA,172,74.683463203,76.0526124174,91.1688641299,96.5132076028,84.0220017091,89.7945164074,7358443.33032227,12288.5690860464,172,26.9389060288,33.9824597786,16.6678580485
167,25025110601,West Roxbury,173,250251106.01,MA,173,72.9397317964,74.2726410359,89.1965763398,95.1766821039,82.2024148518,86.4057504424,15213304.453125,16899.0539775019,173,60.0564617162,20.96859643,7.1950695321
168,25025110607,Roslindale,174,250251106.07,MA,174,73.5987024006,74.9353281761,89.9600779293,95.5365259522,83.6557244147,89.3150081321,12627039.286377,20444.8514596606,174,31.2731981523,34.4630621462,14.311212135
169,25025120103,Jamaica Plain,175,250251201.03,MA,175,74.0581545564,75.3330865188,90.2625990192,94.655027458,83.3255501925,88.1622185795,3810294.5949707,7802.62389153894,175,37.3835030534,27.3016012154,11.2275092755
170,25025120104,Jamaica Plain,176,250251201.04,MA,176,74.2808304499,75.614950397,90.6426876758,96.1837455712,83.9933394055,89.2763743777,3088887.69311523,8732.82962842821,176,37.0063343307,22.3466937228,10.7820564204
171,25025120105,Jamaica Plain,177,250251201.05,MA,177,72.8522381883,74.1882392839,89.2745059032,95.2423338804,82.2341692049,86.4192999341,19840813.5625,25312.3525864926,177,54.7652873698,28.1229325632,7.918195168
172,25025120201,Jamaica Plain,178,250251202.01,MA,178,74.2531156244,75.5736609107,90.3114938676,95.7568496154,84.3809266031,89.6951992023,7727993.5559082,12620.1376070461,178,27.4944066667,38.3882400895,27.5700670941
173,25025120301,Jamaica Plain,179,250251203.01,MA,179,74.5446005605,75.7967455867,91.227437221,96.4415022947,84.4163004438,89.2850751281,7112651.81835938,13047.0186830817,179,29.9161514532,29.5885631471,17.949181915
174,25025120400,Jamaica Plain,180,250251204.0,MA,180,73.8800466928,75.1495244966,90.4430289562,95.1392791849,84.2668483377,88.9272507226,10769804.119873,18328.5339900446,180,38.9134081875,26.1288750675,12.3570393662
175,25025120500,Jamaica Plain,181,250251205.0,MA,181,74.0881546948,75.3722942661,91.3196452573,96.1712239049,84.779649772,89.5643618372,2353016.83691406,7670.0169292053,181,29.4363410274,24.1186135125,16.5885270801
176,25025120600,Jamaica Plain,182,250251206.0,MA,182,73.9760686041,75.2235268158,91.0653635029,96.0169925105,84.4724593938,89.1595486865,2779474.37084961,6542.08211950598,182,35.3488417276,23.0028948715,10.6976402804
177,25025120700,Jamaica Plain,183,250251207.0,MA,183,74.1036267165,75.3483921832,90.9826315137,95.6888511997,85.2092377079,90.033208572,3201418.26098633,10323.6210044082,183,23.5924281967,36.0957291647,24.4590709662
178,25025130100,West Roxbury,184,250251301.0,MA,184,73.1212039921,74.4428036956,89.6111031752,95.6487933319,82.597024903,87.4751814296,46913218.4310303,34834.8206178431,184,42.1599485695,46.0184932463,9.89482593608
179,25025130200,West Roxbury,185,250251302.0,MA,185,73.5252598019,74.8938359061,90.1558033062,95.8552258625,84.1844359373,89.995879599,14502975.730957,17813.4046294948,185,30.6345510946,36.5794769944,15.3739543045
180,25025130300,West Roxbury,186,250251303.0,MA,186,73.3345747051,74.6894256891,90.0234224349,95.7914195445,83.6960258595,89.2476562425,15490095.2993164,18095.6470840658,186,33.6364304831,36.7912778157,13.8548788949
181,25025130402,West Roxbury,187,250251304.02,MA,187,74.2916489323,75.6443756602,90.7827785791,96.6286261434,83.9252593015,89.500329218,22715034.9245605,27772.206652466,187,27.9378564414,43.287421115,23.7822619357
182,25025130404,West Roxbury,188,250251304.04,MA,188,73.442501624,74.7711024818,90.1525481379,96.5368666787,83.0302249146,88.3147589563,17562709.0489502,18971.3380096995,188,48.8127975747,36.4222484905,20.3682799205
183,25025130406,West Roxbury,189,250251304.06,MA,189,73.0936443914,74.4232841763,89.9001520795,95.8906950875,82.8255422485,88.2341398061,11263005.3168945,17752.9094927187,189,38.2802130207,38.2423387534,15.3642625918
184,25025140102,Hyde Park,190,250251401.02,MA,190,73.9939168439,75.3013406168,90.5878009084,96.3485944129,83.8111389127,89.2019552597,23152955.2399902,29417.1042205368,190,33.1892377573,41.6233393227,20.6610257037
185,25025140105,Hyde Park,191,250251401.05,MA,191,73.6064015976,74.9357681682,90.0896696918,96.1420552425,82.8222255109,88.5937147023,10889643.0146484,14343.3174429963,191,44.3411134185,29.7608323099,12.5756983867
186,25025140106,Roslindale,192,250251401.06,MA,192,73.3764392909,74.7061341995,89.9376293919,95.9210532122,82.3827846308,87.4299176642,3048121.11987305,7660.85856924423,192,39.8499639772,31.4766927772,17.2763862224
187,25025140107,Hyde Park,193,250251401.07,MA,193,73.839183147,75.2008892854,89.3363712719,95.4234178246,82.9172637253,88.6828075428,6771709.97167969,15082.5269242143,193,36.4728073611,35.4156735501,14.214458832
188,25025140201,Hyde Park,194,250251402.01,MA,194,74.2719142859,75.5319903105,90.9174547525,96.8097137744,84.1396230647,89.3715662331,15109471.7288818,23803.4059768596,194,28.011700671,43.3253989792,22.999982235
189,25025140202,Hyde Park,195,250251402.02,MA,195,73.8497500714,75.2379250527,90.1076445453,96.0382975856,83.3039174892,88.8507654032,16711779.1120605,18549.1765443398,195,38.531273803,35.4108568542,12.5815500259
190,25025140300,Hyde Park,196,250251403.0,MA,196,74.6127625582,75.9999587193,90.446100885,96.2310327973,83.7989316594,89.6292407141,16957680.7648926,24193.5858876075,196,29.1661005058,37.8552487134,20.4433064521
191,25025140400,Hyde Park,197,250251404.0,MA,197,74.0599367717,75.3913466231,90.5889505707,96.5767423524,83.6672169281,89.3548922077,20142170.4064941,27566.0479287952,197,34.9315819325,36.3312658177,15.9249546024
192,25025980101,Harbor Islands,199,250259801.01,MA,199,77.1031553694,78.3851015574,89.4578523334,97.4589144951,83.1765211441,88.9827106576,31777504.6401367,90042.1820065514,199,28.5029508461,59.0282901936,21.3125062071
193,25025980300,Roxbury,200,250259803.0,MA,200,73.6720245875,74.9142850905,90.817254856,96.597621787,82.8597518734,87.5125253647,22637731.9873047,21233.4797983035,200,55.8961457846,37.0594458229,6.24464429754
194,25025980700,Hyde Park,201,250259807.0,MA,201,72.6519849206,73.9896527852,89.066813841,95.440643733,81.0729435082,84.3699515768,31672431.871582,40742.3060337342,201,77.2300120237,19.9708475754,2.18810481464
195,25025981000,Jamaica Plain,202,250259810.0,MA,202,72.8293569365,74.1358281013,89.2459905371,95.5050818088,82.32461986,87.1397583159,12192836.2836914,19942.339592859,202,66.0844636681,27.753485062,1.7405824069
196,25025981100,Mattapan,203,250259811.0,MA,203,73.61540897,74.8801249478,90.4940455015,96.6272390798,82.884762905,87.9157355494,29449594.6560059,30592.2775234458,203,45.3557901627,49.0891810307,9.71774997241
197,25025981201,South Boston,204,250259812.01,MA,204,76.0952442986,77.3585957631,91.2226906309,96.8252303674,84.5402716734,90.1105157853,8292867.28051758,44601.9607494436,204,14.8308354333,68.4600876962,30.6913141181
198,25025981202,Waterfront,205,250259812.02,MA,205,76.3017987459,77.597281996,91.9658582187,97.349583268,85.7118092201,90.8687438551,18140490.1879883,52374.5629175489,205,2.99594439559,70.838749992,68.5469749091
199,25025981300,Airport,206,250259813.0,MA,206,76.3883336907,77.6995229807,91.6407073427,97.4051978493,85.4473253189,90.8796159016,67842141.3591309,61169.9040605887,206,1.56705555696,43.3580661507,12.6341335295
200,25025981501,Charles River,207,250259815.01,MA,207,75.2477446832,76.4885064791,91.1261214728,96.2322161109,85.3013519905,90.283885996,8884743.23071289,89186.3243721422,207,39.5086153317,34.95615166,13.3711714233
201,25025981502,Revere,208,250259815.02,MA,208,74.5369208049,75.7534702678,91.4796432277,95.92446444,85.133247077,90.008815041,4895810.88354492,13376.5215400805,208,15.1247155212,73.2285140895,38.8856912318
202,25025981600,Belle Isle Marsh Reservation,209,250259816.0,MA,209,75.3231619318,76.5171981096,89.9580789361,95.6235512912,84.2319018396,88.5141252566,6454931.34155273,20801.0879167696,209,9.73268183218,88.0604096821,4.58228178101
203,25025981700,Boston Commons,210,250259817.0,MA,210,76.6810611488,78.0095449564,92.3277134458,97.8388948026,86.0356252824,91.2279940343,3520801.66137695,7926.98992512933,210,39.4514255141,50.839746519,17.390037473
204,25025981800,Muddy River,211,250259818.0,MA,211,74.6750249764,75.9834604372,90.4954353064,95.2382287368,83.8468125421,87.8033705113,10957623.635498,42834.0824812284,211,60.1114030788,31.5152191774,9.52143547862
